num_attacks,num_ripples,attack_location,ripple_damage
3,9,"[(68.94, 43.56), (39.22, 22.74), (48.43, 6.73)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22, 1.48, 0.99]"
2,8,"[(62.08, 5.38), (19.82, 33.33)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07, 2.05, 1.37]"
5,7,"[(64.09, 17.52), (13.82, 24.4), (64.12, 46.69), (16.18, 33.7), (40.39, 32.03)]","[14.0, 9.33, 6.22, 4.15, 2.77, 1.84, 1.23]"
2,6,"[(57.25, 42.26), (64.75, 40.52)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34]"
3,5,"[(19.77, 38.47), (68.73, 38.75), (56.03, 33.61)]","[14.0, 9.33, 6.22, 4.15, 2.77]"
4,7,"[(44.33, 42.0), (58.51, 46.33), (19.48, 44.42), (25.0, 13.89)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27, 3.51]"
5,9,"[(68.29, 47.97), (1.05, 44.11), (16.41, 7.91), (20.99, 19.2), (45.62, 18.32)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04, 2.69, 1.79, 1.2]"
5,7,"[(43.71, 12.08), (27.02, 35.04), (59.41, 11.79), (26.5, 6.74), (53.93, 36.75)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76]"
5,8,"[(61.97, 42.86), (23.49, 22.08), (43.85, 38.25), (5.41, 16.53), (14.71, 13.86)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07, 2.05, 1.37]"
2,6,"[(4.6, 49.5), (6.27, 41.73)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72]"
4,8,"[(65.23, 38.29), (34.31, 2.5), (30.35, 8.23), (28.74, 15.49)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52, 1.68]"
3,8,"[(47.71, 32.23), (40.55, 5.77), (40.46, 42.23)]","[17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52, 1.01]"
5,9,"[(22.17, 37.61), (66.73, 32.41), (15.82, 21.39), (10.77, 17.83), (5.89, 46.45)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81, 1.87, 1.25, 0.83]"
2,6,"[(45.95, 25.03), (32.71, 31.43)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55]"
3,6,"[(30.09, 11.89), (40.99, 38.77), (11.71, 35.2)]","[37.33, 24.89, 16.59, 11.06, 7.37, 4.92]"
2,7,"[(66.14, 34.17), (63.25, 38.59)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42, 2.28]"
3,6,"[(65.27, 7.33), (13.11, 35.68), (18.69, 9.07)]","[39.33, 26.22, 17.48, 11.65, 7.77, 5.18]"
5,7,"[(25.64, 42.15), (69.51, 47.62), (51.64, 46.21), (31.71, 31.87), (26.82, 39.5)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55, 1.7]"
5,6,"[(44.92, 45.4), (68.42, 9.99), (40.8, 25.88), (16.34, 21.9), (40.75, 49.39)]","[37.33, 24.89, 16.59, 11.06, 7.37, 4.92]"
2,5,"[(32.65, 32.44), (52.84, 8.34)]","[34.67, 23.11, 15.41, 10.27, 6.85]"
4,5,"[(49.31, 45.06), (11.01, 46.35), (40.38, 33.0), (18.09, 23.65)]","[19.33, 12.89, 8.59, 5.73, 3.82]"
4,5,"[(3.64, 28.85), (13.57, 39.16), (62.68, 15.64), (25.12, 27.11)]","[19.33, 12.89, 8.59, 5.73, 3.82]"
5,5,"[(60.47, 27.09), (8.23, 5.35), (59.66, 7.83), (37.7, 25.33), (15.12, 30.15)]","[34.0, 22.67, 15.11, 10.07, 6.72]"
5,9,"[(31.17, 12.74), (57.83, 24.24), (61.66, 19.32), (54.7, 41.53), (59.82, 23.81)]","[30.0, 20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17]"
4,6,"[(6.45, 48.53), (67.36, 14.84), (1.82, 11.87), (65.71, 49.08)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11]"
2,7,"[(3.27, 19.58), (38.0, 22.4)]","[39.33, 26.22, 17.48, 11.65, 7.77, 5.18, 3.45]"
2,5,"[(61.57, 42.29), (26.77, 45.92)]","[28.0, 18.67, 12.44, 8.3, 5.53]"
3,7,"[(15.27, 44.1), (59.76, 27.04), (33.77, 36.56)]","[24.67, 16.44, 10.96, 7.31, 4.87, 3.25, 2.17]"
2,6,"[(40.57, 26.42), (11.89, 49.65)]","[18.67, 12.44, 8.3, 5.53, 3.69, 2.46]"
4,6,"[(65.67, 30.12), (40.97, 21.06), (37.97, 21.69), (66.52, 26.23)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81]"
5,6,"[(15.2, 24.58), (7.74, 15.48), (51.07, 32.37), (43.07, 36.29), (3.15, 40.76)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6]"
5,6,"[(54.93, 23.21), (69.08, 25.31), (4.9, 49.38), (40.67, 33.8), (44.46, 24.42)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42]"
5,7,"[(51.9, 49.76), (39.6, 19.27), (29.62, 30.69), (48.42, 10.14), (5.47, 40.42)]","[30.0, 20.0, 13.33, 8.89, 5.93, 3.95, 2.63]"
4,6,"[(8.06, 46.21), (41.09, 33.99), (46.3, 8.22), (43.21, 9.14)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57]"
4,6,"[(32.58, 16.02), (63.47, 2.94), (38.51, 16.16), (35.47, 3.5)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81]"
2,5,"[(34.88, 34.83), (1.88, 5.9)]","[14.67, 9.78, 6.52, 4.35, 2.9]"
2,9,"[(34.17, 37.33), (25.3, 22.37)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55, 1.7, 1.13, 0.75]"
4,5,"[(8.84, 33.8), (23.95, 45.62), (55.8, 36.25), (56.1, 8.05)]","[38.67, 25.78, 17.19, 11.46, 7.64]"
5,8,"[(29.0, 37.79), (60.95, 42.06), (24.49, 48.37), (69.15, 12.41), (42.86, 44.24)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52]"
2,9,"[(10.68, 14.18), (45.35, 35.23)]","[14.0, 9.33, 6.22, 4.15, 2.77, 1.84, 1.23, 0.82, 0.55]"
3,7,"[(48.99, 24.23), (19.92, 18.26), (65.85, 29.11)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07, 2.05]"
3,5,"[(6.47, 44.48), (66.17, 30.93), (64.97, 21.75)]","[29.33, 19.56, 13.04, 8.69, 5.79]"
5,7,"[(47.15, 22.11), (18.42, 39.3), (44.09, 13.15), (24.25, 8.65), (47.98, 10.49)]","[39.33, 26.22, 17.48, 11.65, 7.77, 5.18, 3.45]"
3,8,"[(34.47, 38.48), (33.01, 18.03), (21.8, 47.24)]","[24.0, 16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4]"
2,6,"[(15.01, 12.79), (2.02, 28.2)]","[36.67, 24.44, 16.3, 10.86, 7.24, 4.83]"
5,9,"[(17.12, 30.26), (63.08, 9.91), (14.58, 26.0), (12.48, 38.2), (47.28, 49.61)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56]"
3,9,"[(6.66, 9.31), (39.9, 24.78), (39.72, 32.22)]","[38.67, 25.78, 17.19, 11.46, 7.64, 5.09, 3.39, 2.26, 1.51]"
4,5,"[(39.56, 16.78), (68.38, 6.93), (59.83, 21.75), (6.78, 24.36)]","[36.0, 24.0, 16.0, 10.67, 7.11]"
5,6,"[(26.06, 14.51), (62.15, 28.48), (47.6, 2.98), (15.21, 43.78), (31.14, 11.52)]","[14.0, 9.33, 6.22, 4.15, 2.77, 1.84]"
3,9,"[(34.75, 49.7), (56.54, 16.47), (26.52, 5.44)]","[14.0, 9.33, 6.22, 4.15, 2.77, 1.84, 1.23, 0.82, 0.55]"
5,7,"[(15.21, 45.91), (28.86, 19.88), (10.02, 6.08), (32.65, 21.57), (54.05, 15.6)]","[36.0, 24.0, 16.0, 10.67, 7.11, 4.74, 3.16]"
3,7,"[(50.19, 13.53), (24.92, 31.5), (39.63, 40.34)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13, 2.75]"
4,6,"[(14.56, 33.22), (39.45, 1.05), (63.24, 17.85), (52.59, 44.12)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39]"
3,6,"[(34.0, 8.3), (32.97, 35.08), (25.75, 43.68)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13]"
4,8,"[(2.87, 28.09), (49.93, 9.02), (48.64, 24.96), (21.69, 20.29)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4, 1.6]"
3,8,"[(6.73, 22.15), (55.6, 10.05), (49.91, 20.89)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17]"
4,5,"[(64.78, 43.88), (7.33, 2.05), (4.73, 9.02), (46.15, 1.11)]","[19.33, 12.89, 8.59, 5.73, 3.82]"
4,8,"[(53.64, 17.76), (61.96, 12.22), (56.12, 48.79), (54.09, 36.7)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02, 1.35, 0.9]"
2,9,"[(51.79, 12.63), (35.13, 45.45)]","[32.67, 21.78, 14.52, 9.68, 6.45, 4.3, 2.87, 1.91, 1.27]"
3,6,"[(59.83, 6.48), (45.53, 13.05), (14.19, 13.05)]","[24.67, 16.44, 10.96, 7.31, 4.87, 3.25]"
2,6,"[(31.56, 44.23), (65.02, 16.59)]","[30.0, 20.0, 13.33, 8.89, 5.93, 3.95]"
4,5,"[(56.98, 25.44), (10.26, 39.51), (56.73, 17.9), (2.26, 2.55)]","[14.67, 9.78, 6.52, 4.35, 2.9]"
4,6,"[(31.88, 30.86), (10.64, 39.92), (14.71, 18.01), (26.27, 2.82)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02]"
3,9,"[(9.18, 40.96), (66.55, 32.26), (52.83, 22.02)]","[17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52, 1.01, 0.68]"
5,7,"[(56.3, 27.18), (44.83, 24.05), (56.84, 2.41), (32.74, 28.26), (5.25, 12.86)]","[28.0, 18.67, 12.44, 8.3, 5.53, 3.69, 2.46]"
2,7,"[(58.96, 16.86), (21.8, 42.33)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04]"
5,9,"[(44.91, 27.18), (16.81, 14.97), (5.79, 46.06), (22.69, 45.04), (15.49, 36.48)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04, 2.69, 1.79, 1.2]"
5,6,"[(29.6, 27.98), (50.64, 30.23), (23.72, 26.53), (69.17, 7.78), (32.75, 2.61)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55]"
4,9,"[(19.53, 33.39), (15.9, 31.3), (31.22, 6.27), (63.31, 15.26)]","[30.0, 20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17]"
5,6,"[(8.34, 21.05), (68.87, 8.07), (15.22, 43.01), (17.93, 26.32), (19.08, 50.0)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19]"
3,7,"[(65.26, 18.71), (14.68, 15.79), (10.61, 38.46)]","[14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29]"
3,8,"[(11.14, 32.77), (14.62, 7.38), (17.45, 30.74)]","[13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17, 0.78]"
4,5,"[(35.95, 1.41), (46.21, 45.1), (62.66, 46.01), (39.4, 17.42)]","[22.0, 14.67, 9.78, 6.52, 4.35]"
3,8,"[(59.82, 1.59), (4.63, 8.58), (20.8, 30.84)]","[30.0, 20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76]"
4,9,"[(12.21, 46.26), (65.6, 16.41), (6.37, 26.62), (56.81, 16.66)]","[38.67, 25.78, 17.19, 11.46, 7.64, 5.09, 3.39, 2.26, 1.51]"
2,6,"[(18.06, 48.17), (32.71, 48.64)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04]"
4,8,"[(55.27, 48.41), (29.16, 35.02), (53.73, 37.76), (11.36, 13.7)]","[18.0, 12.0, 8.0, 5.33, 3.56, 2.37, 1.58, 1.05]"
3,9,"[(55.67, 38.06), (58.94, 10.31), (69.22, 23.9)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1, 2.07, 1.38]"
3,6,"[(62.27, 22.01), (21.85, 30.2), (63.13, 17.4)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72]"
2,8,"[(51.45, 21.3), (4.97, 27.83)]","[24.0, 16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4]"
3,8,"[(67.65, 46.01), (46.29, 34.34), (54.4, 49.5)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22, 1.48]"
3,8,"[(11.29, 5.42), (53.44, 34.52), (53.0, 25.29)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81, 1.87, 1.25]"
2,7,"[(54.81, 26.71), (50.22, 28.88)]","[14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29]"
5,8,"[(7.74, 46.64), (41.76, 30.87), (50.02, 18.01), (7.2, 32.78), (41.77, 5.32)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55, 1.7, 1.13]"
5,8,"[(22.33, 10.8), (40.67, 28.79), (23.11, 41.53), (36.12, 32.48), (36.44, 6.58)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17]"
3,5,"[(66.42, 27.92), (8.26, 48.66), (68.23, 40.9)]","[40.0, 26.67, 17.78, 11.85, 7.9]"
5,6,"[(37.73, 46.17), (62.03, 40.47), (15.33, 45.58), (9.49, 7.64), (47.19, 12.64)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63]"
3,6,"[(6.33, 32.61), (9.3, 24.37), (59.47, 21.69)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72]"
4,5,"[(47.29, 9.97), (58.08, 40.81), (46.82, 29.22), (28.5, 26.1)]","[20.0, 13.33, 8.89, 5.93, 3.95]"
5,8,"[(17.57, 7.81), (65.54, 48.93), (14.08, 12.64), (3.12, 1.16), (37.24, 1.13)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1, 2.07]"
2,5,"[(21.13, 35.68), (55.37, 21.46)]","[24.67, 16.44, 10.96, 7.31, 4.87]"
4,7,"[(51.35, 33.01), (56.06, 17.6), (39.15, 43.59), (15.37, 25.78)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27, 3.51]"
5,9,"[(38.38, 39.48), (18.64, 16.47), (66.45, 24.7), (1.5, 42.4), (24.24, 5.35)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04, 2.03, 1.35]"
2,7,"[(19.51, 19.25), (31.05, 19.4)]","[14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29]"
2,7,"[(42.65, 23.22), (1.09, 49.14)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1]"
3,6,"[(56.04, 37.87), (47.55, 33.61), (20.44, 13.73)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9]"
3,8,"[(13.7, 37.79), (9.55, 41.28), (5.71, 29.05)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22, 1.48]"
3,7,"[(52.55, 33.34), (19.05, 12.49), (19.21, 30.54)]","[38.67, 25.78, 17.19, 11.46, 7.64, 5.09, 3.39]"
2,7,"[(1.98, 6.66), (53.49, 48.96)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27, 3.51]"
3,8,"[(36.53, 4.92), (23.11, 43.7), (53.47, 17.01)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19, 1.46, 0.98]"
5,6,"[(36.74, 11.29), (20.94, 29.48), (56.5, 40.22), (39.89, 27.99), (16.53, 5.43)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98]"
2,8,"[(9.31, 20.03), (54.45, 10.3)]","[32.0, 21.33, 14.22, 9.48, 6.32, 4.21, 2.81, 1.87]"
3,6,"[(22.15, 35.52), (62.97, 17.49), (39.58, 32.43)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98]"
3,5,"[(31.87, 17.39), (61.77, 17.44), (9.47, 46.66)]","[18.0, 12.0, 8.0, 5.33, 3.56]"
2,6,"[(16.62, 16.61), (45.75, 48.62)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19]"
3,6,"[(18.81, 29.31), (63.41, 44.78), (8.36, 4.35)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9]"
5,9,"[(54.97, 29.32), (36.21, 47.95), (19.69, 39.25), (29.3, 39.4), (25.98, 49.82)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72, 1.81, 1.21, 0.81]"
2,7,"[(41.42, 3.53), (57.77, 8.94)]","[32.0, 21.33, 14.22, 9.48, 6.32, 4.21, 2.81]"
2,8,"[(9.83, 32.26), (4.68, 47.72)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13, 2.75, 1.83]"
5,5,"[(8.13, 19.35), (36.75, 36.81), (28.89, 13.98), (6.08, 5.93), (52.71, 11.59)]","[14.0, 9.33, 6.22, 4.15, 2.77]"
4,6,"[(34.25, 19.89), (57.37, 39.3), (69.45, 11.03), (15.13, 4.85)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39]"
4,7,"[(47.34, 48.85), (21.29, 1.14), (36.17, 43.76), (59.83, 43.21)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04]"
3,6,"[(26.5, 45.12), (30.8, 5.45), (3.5, 24.01)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27]"
2,7,"[(63.56, 34.76), (19.0, 34.97)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98]"
2,7,"[(39.62, 9.89), (20.8, 9.14)]","[17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52]"
4,8,"[(40.28, 42.2), (45.18, 35.81), (50.99, 37.01), (38.04, 29.2)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52]"
5,5,"[(33.12, 25.77), (28.7, 8.02), (61.97, 11.93), (55.0, 28.97), (60.38, 32.52)]","[33.33, 22.22, 14.81, 9.88, 6.58]"
2,6,"[(58.17, 16.01), (57.38, 32.93)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02]"
3,9,"[(14.55, 3.59), (54.86, 30.38), (15.73, 24.16)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56]"
4,8,"[(7.18, 48.37), (65.58, 1.57), (48.44, 12.11), (32.61, 19.55)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07, 2.05, 1.37]"
5,7,"[(51.24, 17.82), (52.77, 22.77), (58.55, 28.33), (4.22, 40.87), (26.35, 48.55)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34]"
5,7,"[(8.45, 12.14), (25.39, 12.64), (35.73, 46.63), (17.02, 29.03), (35.81, 35.17)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39, 2.93]"
3,8,"[(4.89, 47.31), (59.62, 6.66), (69.15, 21.67)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86, 2.58, 1.72]"
2,9,"[(50.36, 43.86), (57.98, 28.88)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56, 1.04]"
3,9,"[(65.81, 30.74), (63.12, 12.05), (7.14, 11.2)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02, 1.35, 0.9, 0.6]"
2,8,"[(8.06, 38.01), (26.19, 34.26)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13, 2.75, 1.83]"
2,8,"[(26.88, 26.69), (3.6, 15.71)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86, 2.58, 1.72]"
2,7,"[(68.95, 1.8), (48.13, 31.78)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76]"
4,7,"[(63.16, 16.9), (10.91, 6.7), (54.98, 46.57), (61.07, 36.16)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22]"
3,6,"[(3.47, 38.18), (61.28, 32.7), (26.17, 6.14)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02]"
4,6,"[(35.89, 7.36), (31.95, 39.43), (68.32, 16.36), (23.12, 38.27)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11]"
2,5,"[(43.92, 26.66), (7.62, 28.92)]","[18.0, 12.0, 8.0, 5.33, 3.56]"
4,7,"[(14.02, 14.5), (13.01, 4.86), (40.35, 30.14), (6.9, 15.13)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39, 2.93]"
2,5,"[(14.59, 10.1), (5.96, 35.64)]","[38.0, 25.33, 16.89, 11.26, 7.51]"
2,7,"[(50.62, 28.26), (28.72, 30.19)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07, 2.05]"
2,7,"[(2.44, 48.61), (1.36, 29.73)]","[24.0, 16.0, 10.67, 7.11, 4.74, 3.16, 2.11]"
2,7,"[(62.97, 3.74), (8.75, 8.62)]","[13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17]"
5,5,"[(31.74, 36.27), (49.64, 35.93), (4.54, 21.34), (58.32, 29.78), (12.52, 2.65)]","[30.0, 20.0, 13.33, 8.89, 5.93]"
4,6,"[(65.05, 3.76), (53.66, 15.02), (5.53, 15.07), (57.66, 25.11)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57]"
4,5,"[(62.43, 48.77), (15.3, 47.3), (20.02, 7.52), (29.86, 37.88)]","[15.33, 10.22, 6.81, 4.54, 3.03]"
2,7,"[(39.21, 47.72), (34.68, 49.97)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39, 2.93]"
5,9,"[(4.5, 7.57), (37.16, 38.01), (1.6, 3.16), (32.06, 4.06), (65.67, 22.46)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52, 1.01]"
2,7,"[(66.8, 45.56), (11.88, 22.98)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04]"
2,7,"[(53.7, 20.01), (57.95, 49.35)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86, 2.58]"
3,6,"[(51.82, 37.05), (42.72, 27.34), (46.25, 27.69)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07]"
4,9,"[(55.13, 46.88), (8.93, 31.33), (7.58, 30.35), (25.75, 4.59)]","[38.0, 25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22, 1.48]"
2,7,"[(2.52, 46.63), (25.39, 7.56)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27, 3.51]"
3,6,"[(16.22, 28.81), (55.06, 21.07), (29.58, 45.66)]","[39.33, 26.22, 17.48, 11.65, 7.77, 5.18]"
3,6,"[(9.82, 42.13), (27.29, 43.35), (64.47, 40.63)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48]"
3,5,"[(56.94, 41.94), (46.28, 8.16), (39.11, 47.61)]","[22.67, 15.11, 10.07, 6.72, 4.48]"
2,6,"[(16.39, 6.82), (38.5, 37.17)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63]"
5,6,"[(10.35, 32.66), (67.51, 5.81), (42.81, 10.26), (16.43, 47.76), (11.57, 44.29)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42]"
2,9,"[(24.12, 49.22), (66.39, 1.1)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19, 1.46, 0.98, 0.65]"
2,7,"[(15.62, 18.78), (13.5, 1.69)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52]"
2,5,"[(19.59, 41.33), (32.87, 24.27)]","[20.0, 13.33, 8.89, 5.93, 3.95]"
5,9,"[(16.7, 37.86), (45.59, 19.47), (43.88, 15.62), (51.48, 15.5), (28.75, 35.38)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13, 2.75, 1.83, 1.22]"
2,7,"[(8.06, 34.83), (40.94, 8.68)]","[18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64]"
4,9,"[(66.67, 10.54), (59.8, 44.04), (2.98, 43.72), (24.19, 16.6)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1, 2.07, 1.38]"
3,8,"[(9.33, 45.61), (63.69, 12.07), (67.55, 22.67)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72, 1.81, 1.21]"
3,8,"[(59.54, 26.88), (14.4, 5.52), (30.93, 25.41)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22, 1.48]"
2,5,"[(30.49, 21.39), (15.92, 30.97)]","[24.0, 16.0, 10.67, 7.11, 4.74]"
2,5,"[(22.17, 35.0), (60.95, 29.51)]","[36.0, 24.0, 16.0, 10.67, 7.11]"
2,7,"[(35.54, 41.55), (48.15, 49.12)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1]"
5,5,"[(33.84, 10.95), (63.93, 36.31), (46.71, 34.28), (6.61, 12.3), (66.94, 30.7)]","[17.33, 11.56, 7.7, 5.14, 3.42]"
5,6,"[(3.67, 11.95), (51.21, 42.04), (44.15, 20.12), (69.05, 30.32), (59.31, 30.03)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65]"
3,9,"[(44.19, 38.95), (24.72, 13.2), (14.93, 19.03)]","[38.67, 25.78, 17.19, 11.46, 7.64, 5.09, 3.39, 2.26, 1.51]"
2,7,"[(47.2, 44.28), (1.07, 24.97)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76]"
4,8,"[(47.62, 5.3), (41.43, 39.18), (68.73, 10.29), (23.54, 28.93)]","[36.67, 24.44, 16.3, 10.86, 7.24, 4.83, 3.22, 2.15]"
2,7,"[(33.63, 34.27), (1.44, 11.86)]","[37.33, 24.89, 16.59, 11.06, 7.37, 4.92, 3.28]"
3,5,"[(51.72, 45.9), (29.76, 25.29), (43.48, 44.76)]","[18.67, 12.44, 8.3, 5.53, 3.69]"
3,9,"[(29.04, 38.86), (58.28, 2.13), (2.18, 35.04)]","[24.67, 16.44, 10.96, 7.31, 4.87, 3.25, 2.17, 1.44, 0.96]"
2,5,"[(1.62, 1.72), (66.46, 38.52)]","[32.67, 21.78, 14.52, 9.68, 6.45]"
5,6,"[(41.83, 28.94), (48.03, 39.11), (56.54, 48.17), (32.35, 5.03), (68.74, 41.07)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04]"
5,9,"[(15.69, 31.75), (38.35, 49.89), (13.59, 27.1), (55.71, 30.09), (67.09, 48.51)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33]"
5,7,"[(20.74, 38.55), (66.99, 47.78), (67.44, 41.44), (63.14, 6.8), (25.03, 32.8)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34]"
4,6,"[(64.69, 3.54), (69.49, 10.27), (59.42, 3.18), (59.37, 41.61)]","[38.67, 25.78, 17.19, 11.46, 7.64, 5.09]"
2,7,"[(69.64, 11.16), (48.92, 17.97)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52]"
5,5,"[(62.65, 10.12), (20.14, 16.46), (33.78, 35.35), (69.74, 34.08), (69.05, 10.74)]","[30.0, 20.0, 13.33, 8.89, 5.93]"
2,9,"[(2.94, 8.48), (16.48, 39.35)]","[18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64, 1.09, 0.73]"
